DAY,PX_VOLUME,STOCK_Apple,STOCK_Nike,STOCK_Reuters,VOLATILITY_10D,YEAR,iphone,3_DAY_RETURN
-1.1086918469323668,-0.2530643031787078,0.0,1.0,0.0,-0.1660865559487607,0.6155961090512556,0.0,0.0223880597014925
-1.2032867315946878,0.01994158183553,0.0,1.0,0.0,-0.1891389192704924,0.6155961090512556,0.0,0.0285285285285285
-1.5816662702439728,-0.718119425878049,0.0,0.0,0.0,-0.0384222982547266,-1.6244417164061724,0.0,0.0336997676619912
1.2561802696256634,-0.7751579292390881,0.0,0.0,0.0,0.2069303406081473,-1.6244417164061724,0.0,0.0006098505382174
-1.2032867315946878,0.01994158183553,0.0,1.0,0.0,-0.1891389192704924,0.6155961090512556,0.0,0.0285285285285285
-1.5816662702439728,0.1126350652430522,0.0,0.0,0.0,-0.1756580050472576,-1.6244417164061724,0.0,0.0275372604684172
-1.1086918469323668,-0.6630136465569832,0.0,0.0,0.0,-0.1979689180867113,0.6155961090512556,0.0,0.0131127508577336
-0.9195020776077244,-0.3967443452010887,0.0,1.0,0.0,-0.1670976245155034,0.6155961090512556,0.0,-0.0047322540473224
-0.0681481156468334,0.4143563729102654,0.0,0.0,0.0,-0.2710354731766441,0.6155961090512556,0.0,0.0026420079260237
1.1615853849633422,-0.0853288788448927,0.0,0.0,0.0,-0.2816179908418835,-1.6244417164061724,0.0,-0.00028636884307
-1.5816662702439728,-0.796106519398731,0.0,0.0,1.0,-0.7813554810971992,-1.6244417164061724,0.0,0.0112325392560282
-0.4465276542961182,-0.6646749995193416,0.0,0.0,1.0,-0.8182931860688627,0.6155961090512556,0.0,-0.0203779995583838
1.066990500301021,-0.2965474145259738,0.0,0.0,1.0,-1.1462164245490505,0.6155961090512556,0.0,-0.0050343940740033
1.1615853849633422,-0.7091288355278965,0.0,0.0,0.0,-0.6294255778013423,0.6155961090512556,0.0,-0.0151259242577788
0.9723956156386998,-0.2879458386824514,0.0,0.0,0.0,-0.5340481096719559,-1.6244417164061724,0.0,0.0047197640117995
-0.9195020776077244,0.9095848538313384,0.0,0.0,0.0,0.1317742438136129,0.6155961090512556,0.0,0.0253925417075565
-1.5816662702439728,-0.6468604865053975,0.0,0.0,0.0,-0.0925481688610148,-1.6244417164061724,0.0,-0.0626410835214447
-0.1627430003091546,0.665350440319349,0.0,0.0,0.0,-0.4557239980349614,0.6155961090512556,0.0,0.0049333089713137
-1.297881616257009,0.485538855145518,0.0,1.0,0.0,-0.224189296250903,0.6155961090512556,0.0,0.0326633165829146
-1.4870713855816515,-0.6235537038642017,0.0,0.0,1.0,-0.3120848569863941,0.6155961090512556,0.0,0.0033681772493082
1.066990500301021,-0.5432572942331667,0.0,0.0,0.0,-0.93409423924645,-1.6244417164061724,0.0,0.0052994170641228
-1.2032867315946878,0.01994158183553,0.0,1.0,0.0,-0.1891389192704924,0.6155961090512556,0.0,0.0285285285285285
-1.297881616257009,0.485538855145518,0.0,1.0,0.0,-0.224189296250903,0.6155961090512556,0.0,0.0326633165829146
1.1615853849633422,-0.6663033738711778,0.0,0.0,0.0,1.7385644100809745,0.6155961090512556,0.0,0.0326247486922468
1.1615853849633422,0.0340608637233883,0.0,0.0,0.0,3.438305479917541,0.6155961090512556,0.0,0.0734373570653806
-0.4465276542961182,2.196621491765231,1.0,0.0,0.0,0.1366273729339777,0.6155961090512556,0.6878910419993153,-0.0356874696347333
1.1615853849633422,1.823476129843537,1.0,0.0,0.0,0.5308093048213647,0.6155961090512556,0.0,0.0140646976090014
1.066990500301021,-0.2514888720670821,0.0,0.0,0.0,0.1443114940412216,0.6155961090512556,0.0,0.023868539428991
